year,statefip,met2013,perwt,sex,age,race,hispan,bpl,educd,empstat,uhrswork,inctot,incwage
"2019","Tennessee","Memphis, TN-MS-AR",43.00,"Male","80","Black/African American/Negro","Not Hispanic","Tennessee","Doctoral degree","Not in labor force","N/A",9500,0
"2019","Tennessee","Memphis, TN-MS-AR",79.00,"Male","46","White","Not Hispanic","Tennessee","Bachelor's degree","Employed","60",200000,200000
"2019","Tennessee","Memphis, TN-MS-AR",92.00,"Male","11","White","Not Hispanic","Tennessee","Grade 5","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",90.00,"Male","8","White","Not Hispanic","Tennessee","Grade 1","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",207.00,"Female","60","Black/African American/Negro","Not Hispanic","Tennessee","Regular high school diploma","Not in labor force","N/A",14900,0
"2019","Tennessee","Memphis, TN-MS-AR",186.00,"Male","63","Black/African American/Negro","Not Hispanic","Mississippi","Grade 9","Not in labor force","N/A",7200,0
"2019","Tennessee","Memphis, TN-MS-AR",341.00,"Male","38","Black/African American/Negro","Not Hispanic","Tennessee","Regular high school diploma","Not in labor force","N/A",0,0
"2019","Tennessee","Memphis, TN-MS-AR",372.00,"Female","33","Black/African American/Negro","Not Hispanic","Tennessee","1 or more years of college credit, no degree","Employed","40",18800,18000
"2019","Tennessee","Memphis, TN-MS-AR",195.00,"Male","15","Black/African American/Negro","Not Hispanic","Tennessee","Grade 8","N/A","N/A",0,999999
"2019","Tennessee","Memphis, TN-MS-AR",267.00,"Female","9","Black/African American/Negro","Not Hispanic","Tennessee","Grade 3","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",44.00,"Female","48","White","Not Hispanic","Tennessee","Bachelor's degree","Employed","45",65000,65000
"2019","Tennessee","Memphis, TN-MS-AR",45.00,"Female","53","White","Not Hispanic","Florida","1 or more years of college credit, no degree","Employed","20",7000,7000
"2019","Tennessee","Memphis, TN-MS-AR",91.00,"Male","42","White","Not Hispanic","Tennessee","Master's degree","Employed","50",70000,58000
"2019","Tennessee","Memphis, TN-MS-AR",81.00,"Female","83","White","Not Hispanic","Tennessee","Regular high school diploma","Not in labor force","N/A",14200,0
"2019","Tennessee","Memphis, TN-MS-AR",65.00,"Male","47","White","Not Hispanic","Rhode Island","Master's degree","Employed","40",94000,94000
"2019","Tennessee","Memphis, TN-MS-AR",111.00,"Female","47","White","Not Hispanic","Virginia","Associate's degree, type not specified","Not in labor force","N/A",14000,0
"2019","Tennessee","Memphis, TN-MS-AR",133.00,"Male","22","White","Not Hispanic","Tennessee","Some college, but less than 1 year","Employed","40",4800,4800
"2019","Tennessee","Memphis, TN-MS-AR",133.00,"Male","20","White","Not Hispanic","Tennessee","Regular high school diploma","Not in labor force","N/A",0,0
"2019","Tennessee","Memphis, TN-MS-AR",564.00,"Female","29","Black/African American/Negro","Not Hispanic","Tennessee","Bachelor's degree","Employed","40",40000,40000
"2019","Tennessee","Memphis, TN-MS-AR",463.00,"Female","9","Black/African American/Negro","Not Hispanic","Tennessee","Grade 2","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",64.00,"Female","82","Black/African American/Negro","Not Hispanic","Mississippi","Associate's degree, type not specified","Unemployed","6",827500,476000
"2019","Tennessee","Memphis, TN-MS-AR",95.00,"Female","47","Black/African American/Negro","Not Hispanic","Illinois","Bachelor's degree","Employed","37",13500,13500
"2019","Tennessee","Memphis, TN-MS-AR",252.00,"Male","26","Black/African American/Negro","Not Hispanic","Mississippi","1 or more years of college credit, no degree","Employed","45",14000,14000
"2019","Tennessee","Memphis, TN-MS-AR",127.00,"Female","53","White","Not Hispanic","Tennessee","Bachelor's degree","Employed","48",32000,32000
"2019","Tennessee","Memphis, TN-MS-AR",92.00,"Male","62","White","Not Hispanic","Arkansas","Doctoral degree","Employed","40",116000,116000
"2019","Tennessee","Memphis, TN-MS-AR",106.00,"Female","41","White","Not Hispanic","Tennessee","Master's degree","Employed","30",40000,0
"2019","Tennessee","Memphis, TN-MS-AR",74.00,"Male","45","White","Mexican","California","Grade 11","Employed","40",87000,87000
"2019","Tennessee","Memphis, TN-MS-AR",66.00,"Male","22","White","Mexican","Tennessee","Regular high school diploma","Employed","40",21600,21600
"2019","Tennessee","Memphis, TN-MS-AR",100.00,"Female","20","White","Mexican","Tennessee","Regular high school diploma","Employed","40",24000,24000
"2019","Tennessee","Memphis, TN-MS-AR",179.00,"Female","10","White","Mexican","Tennessee","Grade 5","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",52.00,"Male","93","White","Not Hispanic","Mississippi","Regular high school diploma","Not in labor force","N/A",46600,0
"2019","Tennessee","Memphis, TN-MS-AR",58.00,"Female","93","White","Not Hispanic","Mississippi","Regular high school diploma","Not in labor force","N/A",8200,0
"2019","Tennessee","Memphis, TN-MS-AR",113.00,"Female","67","White","Not Hispanic","Kentucky","Bachelor's degree","Employed","40",114810,80000
"2019","Tennessee","Memphis, TN-MS-AR",142.00,"Male","66","White","Not Hispanic","Kentucky","Some college, but less than 1 year","Not in labor force","N/A",16800,0
"2019","Tennessee","Memphis, TN-MS-AR",49.00,"Female","38","White","Not Hispanic","Mississippi","Bachelor's degree","Employed","40",50000,50000
"2019","Tennessee","Memphis, TN-MS-AR",43.00,"Female","10","White","Not Hispanic","Tennessee","Grade 4","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",9.00,"Female","64","Black/African American/Negro","Not Hispanic","Tennessee","GED or alternative credential","Employed","32",124700,700
"2019","Tennessee","Memphis, TN-MS-AR",17.00,"Female","46","Black/African American/Negro","Not Hispanic","Tennessee","Regular high school diploma","Employed","40",30000,30000
"2019","Tennessee","Memphis, TN-MS-AR",404.00,"Male","62","Black/African American/Negro","Not Hispanic","Tennessee","GED or alternative credential","Employed","48",22000,22000
"2019","Tennessee","Memphis, TN-MS-AR",435.00,"Female","59","Black/African American/Negro","Not Hispanic","Tennessee","Some college, but less than 1 year","Employed","40",22000,22000
"2019","Tennessee","Memphis, TN-MS-AR",87.00,"Male","31","White","Not Hispanic","Montana","GED or alternative credential","Employed","50",59000,59000
"2019","Tennessee","Memphis, TN-MS-AR",62.00,"Female","31","White","Not Hispanic","Tennessee","Bachelor's degree","Employed","40",87000,87000
"2019","Tennessee","Memphis, TN-MS-AR",81.00,"Female","66","White","Not Hispanic","Tennessee","Some college, but less than 1 year","Employed","40",22000,9000
"2019","Tennessee","Memphis, TN-MS-AR",64.00,"Male","75","White","Not Hispanic","Tennessee","Some college, but less than 1 year","Not in labor force","N/A",38100,0
"2019","Tennessee","Memphis, TN-MS-AR",253.00,"Female","21","White","Not Hispanic","Alabama","1 or more years of college credit, no degree","Employed","20",9400,9400
"2019","Tennessee","Memphis, TN-MS-AR",434.00,"Female","25","White","Not Hispanic","Tennessee","Bachelor's degree","Employed","60",30000,30000
"2019","Tennessee","Memphis, TN-MS-AR",125.00,"Male","27","Black/African American/Negro","Not Hispanic","Tennessee","Regular high school diploma","Employed","55",35000,35000
"2019","Tennessee","Memphis, TN-MS-AR",225.00,"Male","31","Black/African American/Negro","Not Hispanic","Tennessee","Regular high school diploma","Not in labor force","N/A",23500,0
"2019","Tennessee","Memphis, TN-MS-AR",150.00,"Female","32","Black/African American/Negro","Not Hispanic","Tennessee","Regular high school diploma","Not in labor force","N/A",2000,0
"2019","Tennessee","Memphis, TN-MS-AR",166.00,"Female","11","Black/African American/Negro","Not Hispanic","Tennessee","Grade 5","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",166.00,"Female","9","Black/African American/Negro","Not Hispanic","Tennessee","Grade 3","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",80.00,"Female","56","Black/African American/Negro","Not Hispanic","Tennessee","Regular high school diploma","Employed","25",10000,0
"2019","Tennessee","Memphis, TN-MS-AR",133.00,"Male","58","Black/African American/Negro","Not Hispanic","California","Some college, but less than 1 year","Not in labor force","N/A",9600,0
"2019","Tennessee","Memphis, TN-MS-AR",92.00,"Male","34","Black/African American/Negro","Not Hispanic","Tennessee","Bachelor's degree","Employed","36",30000,30000
"2019","Tennessee","Memphis, TN-MS-AR",26.00,"Female","62","White","Not Hispanic","Illinois","GED or alternative credential","Not in labor force","N/A",16600,0
"2019","Tennessee","Memphis, TN-MS-AR",113.00,"Male","25","White","Not Hispanic","New York","1 or more years of college credit, no degree","Employed","35",4900,4900
"2019","Tennessee","Memphis, TN-MS-AR",64.00,"Female","24","White","Not Hispanic","Tennessee","1 or more years of college credit, no degree","Employed","35",78700,13700
"2019","Tennessee","Memphis, TN-MS-AR",103.00,"Female","8","White","Not Hispanic","Tennessee","Grade 2","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",67.00,"Female","72","Black/African American/Negro","Not Hispanic","Mississippi","1 or more years of college credit, no degree","Not in labor force","N/A",17000,0
"2019","Tennessee","Memphis, TN-MS-AR",54.00,"Female","40","Black/African American/Negro","Not Hispanic","Tennessee","Regular high school diploma","Employed","40",19200,19200
"2019","Tennessee","Memphis, TN-MS-AR",60.00,"Female","21","Black/African American/Negro","Not Hispanic","Georgia","1 or more years of college credit, no degree","Employed","40",25000,25000
"2019","Tennessee","Memphis, TN-MS-AR",95.00,"Male","20","Black/African American/Negro","Not Hispanic","Georgia","Regular high school diploma","Employed","40",26000,26000
"2019","Tennessee","Memphis, TN-MS-AR",72.00,"Female","18","Black/African American/Negro","Not Hispanic","Georgia","1 or more years of college credit, no degree","Employed","6",1000,1000
"2019","Tennessee","Memphis, TN-MS-AR",94.00,"Male","35","White","Not Hispanic","Minnesota","Doctoral degree","Employed","70",39150,39000
"2019","Tennessee","Memphis, TN-MS-AR",100.00,"Female","33","White","Not Hispanic","Minnesota","Doctoral degree","Unemployed","43",22950,21000
"2019","Tennessee","Memphis, TN-MS-AR",96.00,"Male","6","White","Not Hispanic","Minnesota","Kindergarten","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",13.00,"Male","64","White","Not Hispanic","Tennessee","Associate's degree, type not specified","Employed","60",65990,65000
"2019","Tennessee","Memphis, TN-MS-AR",14.00,"Female","62","White","Not Hispanic","Tennessee","Regular high school diploma","Not in labor force","N/A",970,0
"2019","Tennessee","Memphis, TN-MS-AR",57.00,"Male","42","White","Not Hispanic","Mississippi","Bachelor's degree","Employed","40",202000,200000
"2019","Tennessee","Memphis, TN-MS-AR",69.00,"Female","37","White","Not Hispanic","North Carolina","Master's degree","Employed","40",125000,120000
"2019","Tennessee","Memphis, TN-MS-AR",73.00,"Male","Less than 1 year old","White","Not Hispanic","Tennessee","N/A","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",103.00,"Female","28","White","Not Hispanic","Tennessee","1 or more years of college credit, no degree","Employed","43",33000,33000
"2019","Tennessee","Memphis, TN-MS-AR",89.00,"Female","57","Black/African American/Negro","Not Hispanic","Missouri","Regular high school diploma","Not in labor force","N/A",20100,0
"2019","Tennessee","Memphis, TN-MS-AR",43.00,"Male","71","White","Not Hispanic","Iowa","1 or more years of college credit, no degree","Employed","40",66300,41600
"2019","Tennessee","Memphis, TN-MS-AR",68.00,"Male","34","White","Not Hispanic","North Carolina","Some college, but less than 1 year","Employed","40",35100,0
"2019","Tennessee","Memphis, TN-MS-AR",63.00,"Female","34","White","Not Hispanic","Tennessee","Bachelor's degree","Not in labor force","N/A",0,0
"2019","Tennessee","Memphis, TN-MS-AR",71.00,"Female","10","White","Not Hispanic","Tennessee","Grade 4","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",49.00,"Male","6","White","Not Hispanic","Tennessee","No schooling completed","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",125.00,"Female","69","White","Not Hispanic","California","Bachelor's degree","Not in labor force","N/A",12000,0
"2019","Tennessee","Memphis, TN-MS-AR",9.00,"Male","36","White","Not Hispanic","Tennessee","Regular high school diploma","Employed","40",33800,33800
"2019","Tennessee","Memphis, TN-MS-AR",13.00,"Male","16","White","Not Hispanic","Tennessee","Grade 10","Not in labor force","N/A",0,0
"2019","Tennessee","Memphis, TN-MS-AR",8.00,"Male","14","White","Not Hispanic","Tennessee","Grade 8","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",220.00,"Male","46","Black/African American/Negro","Not Hispanic","Tennessee","Professional degree beyond a bachelor's degree","Employed","8",193000,51000
"2019","Tennessee","Memphis, TN-MS-AR",161.00,"Female","42","White","Not Hispanic","Illinois","Bachelor's degree","Employed","8",60000,60000
"2019","Tennessee","Memphis, TN-MS-AR",196.00,"Female","5","Two major races","Not Hispanic","Tennessee","Nursery school, preschool","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",45.00,"Female","76","White","Not Hispanic","Arkansas","1 or more years of college credit, no degree","Not in labor force","N/A",30700,0
"2019","Tennessee","Memphis, TN-MS-AR",38.00,"Female","81","White","Not Hispanic","Indiana","Regular high school diploma","Not in labor force","N/A",23500,0
"2019","Tennessee","Memphis, TN-MS-AR",111.00,"Female","51","White","Not Hispanic","New York","Bachelor's degree","Employed","40",180000,180000
"2019","Tennessee","Memphis, TN-MS-AR",132.00,"Male","21","White","Not Hispanic","Indiana","Bachelor's degree","Employed","35",25000,25000
"2019","Tennessee","Memphis, TN-MS-AR",150.00,"Male","73","White","Not Hispanic","New York","Regular high school diploma","Not in labor force","N/A",16000,0
"2019","Tennessee","Memphis, TN-MS-AR",367.00,"Male","12","Other Asian or Pacific Islander","Not Hispanic","Tennessee","Grade 6","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",233.00,"Female","3","Other Asian or Pacific Islander","Not Hispanic","Tennessee","Nursery school, preschool","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",9.00,"Male","49","White","Not Hispanic","Tennessee","Regular high school diploma","Employed","40",25000,25000
"2019","Tennessee","Memphis, TN-MS-AR",22.00,"Female","11","White","Not Hispanic","Tennessee","Grade 5","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",71.00,"Female","35","Two major races","Not Hispanic","Georgia","Bachelor's degree","Employed","40",74000,74000
"2019","Tennessee","Memphis, TN-MS-AR",82.00,"Male","33","White","Not Hispanic","Indiana","1 or more years of college credit, no degree","Employed","44",65000,65000
"2019","Tennessee","Memphis, TN-MS-AR",78.00,"Female","3","Two major races","Not Hispanic","Tennessee","No schooling completed","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",78.00,"Female","Less than 1 year old","Two major races","Not Hispanic","Tennessee","N/A","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",194.00,"Male","75","Black/African American/Negro","Not Hispanic","Mississippi","12th grade, no diploma","Employed","8",47000,32000
"2019","Tennessee","Memphis, TN-MS-AR",35.00,"Male","48","White","Not Hispanic","Tennessee","Professional degree beyond a bachelor's degree","Employed","55",478400,476000
"2019","Tennessee","Memphis, TN-MS-AR",60.00,"Female","48","White","Not Hispanic","Tennessee","Bachelor's degree","Employed","10",5700,7600
"2019","Tennessee","Memphis, TN-MS-AR",103.00,"Female","63","Black/African American/Negro","Not Hispanic","Tennessee","Regular high school diploma","Employed","40",478300,476000
"2019","Tennessee","Memphis, TN-MS-AR",85.00,"Female","13","White","Not Hispanic","Tennessee","Grade 7","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",488.00,"Male","30","Black/African American/Negro","Not Hispanic","Tennessee","Bachelor's degree","Employed","60",100090,100000
"2019","Tennessee","Memphis, TN-MS-AR",404.00,"Female","30","Black/African American/Negro","Not Hispanic","Tennessee","Bachelor's degree","Employed","45",42000,42000
"2019","Tennessee","Memphis, TN-MS-AR",462.00,"Female","1","Black/African American/Negro","Not Hispanic","Tennessee","N/A","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",112.00,"Male","54","White","Not Hispanic","Tennessee","Master's degree","Employed","40",92000,80000
"2019","Tennessee","Memphis, TN-MS-AR",92.00,"Female","53","White","Not Hispanic","Tennessee","1 or more years of college credit, no degree","Employed","12",8000,8000
"2019","Tennessee","Memphis, TN-MS-AR",139.00,"Female","16","White","Not Hispanic","Tennessee","Grade 10","Not in labor force","15",1500,1500
"2019","Tennessee","Memphis, TN-MS-AR",185.00,"Male","21","Black/African American/Negro","Not Hispanic","Mississippi","Some college, but less than 1 year","Not in labor force","N/A",0,0
"2019","Tennessee","Memphis, TN-MS-AR",132.00,"Female","19","Black/African American/Negro","Not Hispanic","Louisiana","Regular high school diploma","Employed","40",18700,18700
"2019","Tennessee","Memphis, TN-MS-AR",112.00,"Female","40","Black/African American/Negro","Not Hispanic","Tennessee","1 or more years of college credit, no degree","Employed","40",25800,23000
"2019","Tennessee","Memphis, TN-MS-AR",91.00,"Male","50","Black/African American/Negro","Not Hispanic","Tennessee","Grade 11","Not in labor force","N/A",17100,0
"2019","Tennessee","Memphis, TN-MS-AR",127.00,"Female","9","Black/African American/Negro","Not Hispanic","Tennessee","Grade 3","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",348.00,"Female","66","Black/African American/Negro","Not Hispanic","Mississippi","1 or more years of college credit, no degree","Not in labor force","N/A",14000,0
"2019","Tennessee","Memphis, TN-MS-AR",108.00,"Male","37","Black/African American/Negro","Not Hispanic","Tennessee","Regular high school diploma","Employed","40",22000,22000
"2019","Tennessee","Memphis, TN-MS-AR",94.00,"Female","31","White","Not Hispanic","Tennessee","Regular high school diploma","Employed","40",54000,54000
"2019","Tennessee","Memphis, TN-MS-AR",146.00,"Male","31","White","Not Hispanic","Tennessee","GED or alternative credential","Employed","40",52000,52000
"2019","Tennessee","Memphis, TN-MS-AR",89.00,"Male","11","White","Not Hispanic","Texas","Grade 5","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",36.00,"Female","75","Black/African American/Negro","Not Hispanic","Illinois","Regular high school diploma","Not in labor force","N/A",18000,0
"2019","Tennessee","Memphis, TN-MS-AR",53.00,"Female","62","White","Not Hispanic","Tennessee","Bachelor's degree","Employed","7",70000,70000
"2019","Tennessee","Memphis, TN-MS-AR",36.00,"Female","61","White","Not Hispanic","Tennessee","Some college, but less than 1 year","Employed","40",112300,65000
"2019","Tennessee","Memphis, TN-MS-AR",31.00,"Male","60","White","Not Hispanic","Tennessee","Regular high school diploma","Employed","20",11900,11900
"2019","Tennessee","Memphis, TN-MS-AR",58.00,"Female","64","White","Not Hispanic","Tennessee","Master's degree","Not in labor force","2",57900,0
"2019","Tennessee","Memphis, TN-MS-AR",225.00,"Male","31","White","Not Hispanic","Tennessee","Regular high school diploma","Employed","42",40000,40000
"2019","Tennessee","Memphis, TN-MS-AR",106.00,"Female","50","White","Not Hispanic","Tennessee","Bachelor's degree","Employed","40",39000,39000
"2019","Tennessee","Memphis, TN-MS-AR",76.00,"Male","54","White","Not Hispanic","Tennessee","Regular high school diploma","Employed","40",55000,55000
"2019","Tennessee","Memphis, TN-MS-AR",124.00,"Female","12","White","Not Hispanic","Tennessee","Grade 6","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",84.00,"Male","9","White","Not Hispanic","Tennessee","Grade 3","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",36.00,"Female","44","Black/African American/Negro","Not Hispanic","Tennessee","1 or more years of college credit, no degree","Employed","10",1200,1200
"2019","Tennessee","Memphis, TN-MS-AR",37.00,"Female","17","Black/African American/Negro","Not Hispanic","Tennessee","Grade 11","Not in labor force","N/A",9980,0
"2019","Tennessee","Memphis, TN-MS-AR",16.00,"Female","72","White","Not Hispanic","Missouri","Regular high school diploma","Not in labor force","N/A",21600,0
"2019","Tennessee","Memphis, TN-MS-AR",51.00,"Female","33","Black/African American/Negro","Not Hispanic","Mississippi","Regular high school diploma","Employed","40",21000,21000
"2019","Tennessee","Memphis, TN-MS-AR",56.00,"Female","22","White","Not Hispanic","Tennessee","Bachelor's degree","Employed","38",33200,33200
"2019","Tennessee","Memphis, TN-MS-AR",85.00,"Female","22","White","Not Hispanic","Tennessee","Bachelor's degree","Employed","36",50000,50000
"2019","Tennessee","Memphis, TN-MS-AR",87.00,"Female","21","White","Not Hispanic","Tennessee","Regular high school diploma","Not in labor force","10",2000,2000
"2019","Tennessee","Memphis, TN-MS-AR",328.00,"Male","93","White","Not Hispanic","Tennessee","1 or more years of college credit, no degree","Not in labor force","N/A",8400,0
"2019","Tennessee","Memphis, TN-MS-AR",127.00,"Male","39","White","Not Hispanic","Missouri","Bachelor's degree","Employed","45",85000,85000
"2019","Tennessee","Memphis, TN-MS-AR",126.00,"Female","37","White","Not Hispanic","Virginia","Master's degree","Employed","35",31000,31000
"2019","Tennessee","Memphis, TN-MS-AR",94.00,"Female","10","White","Not Hispanic","Missouri","Grade 3","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",94.00,"Female","7","White","Not Hispanic","Missouri","Kindergarten","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",91.00,"Female","1","White","Not Hispanic","Washington","N/A","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",46.00,"Female","68","Black/African American/Negro","Not Hispanic","Mississippi","Regular high school diploma","Not in labor force","N/A",0,0
"2019","Tennessee","Memphis, TN-MS-AR",42.00,"Female","24","White","Not Hispanic","Texas","1 or more years of college credit, no degree","Employed","45",36400,36400
"2019","Tennessee","Memphis, TN-MS-AR",86.00,"Male","26","White","Not Hispanic","Texas","Master's degree","Employed","35",21000,21000
"2019","Tennessee","Memphis, TN-MS-AR",199.00,"Male","24","White","Not Hispanic","Nebraska","1 or more years of college credit, no degree","Employed","30",10700,10700
"2019","Tennessee","Memphis, TN-MS-AR",298.00,"Male","20","White","Not Hispanic","Maryland","1 or more years of college credit, no degree","Employed","4",2500,2500
"2019","Tennessee","Memphis, TN-MS-AR",54.00,"Female","69","White","Not Hispanic","New York","Regular high school diploma","Employed","45",98000,77000
"2019","Tennessee","Memphis, TN-MS-AR",61.00,"Female","31","Black/African American/Negro","Not Hispanic","Tennessee","1 or more years of college credit, no degree","Unemployed","20",5200,0
"2019","Tennessee","Memphis, TN-MS-AR",69.00,"Female","6","Black/African American/Negro","Not Hispanic","Tennessee","Nursery school, preschool","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",68.00,"Female","5","Black/African American/Negro","Not Hispanic","Tennessee","Nursery school, preschool","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",82.00,"Male","3","Black/African American/Negro","Not Hispanic","Tennessee","Nursery school, preschool","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",82.00,"Male","Less than 1 year old","Black/African American/Negro","Not Hispanic","Tennessee","N/A","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",56.00,"Female","25","White","Not Hispanic","Arkansas","Associate's degree, type not specified","Employed","28",28000,28000
"2019","Tennessee","Memphis, TN-MS-AR",45.00,"Male","28","White","Not Hispanic","Tennessee","Bachelor's degree","Employed","40",33000,33000
"2019","Tennessee","Memphis, TN-MS-AR",49.00,"Female","22","White","Not Hispanic","Arkansas","Associate's degree, type not specified","Employed","35",13000,13000
"2019","Tennessee","Memphis, TN-MS-AR",67.00,"Female","69","White","Not Hispanic","Tennessee","Regular high school diploma","Not in labor force","N/A",8700,0
"2019","Tennessee","Memphis, TN-MS-AR",74.00,"Female","50","White","Not Hispanic","Tennessee","Some college, but less than 1 year","Employed","40",32000,32000
"2019","Tennessee","Memphis, TN-MS-AR",202.00,"Female","41","White","Not Hispanic","Tennessee","Bachelor's degree","Employed","55",100000,90000
"2019","Tennessee","Memphis, TN-MS-AR",138.00,"Male","16","White","Not Hispanic","Tennessee","Grade 9","Not in labor force","N/A",0,0
"2019","Tennessee","Memphis, TN-MS-AR",134.00,"Female","33","Black/African American/Negro","Not Hispanic","Mississippi","Regular high school diploma","Employed","40",32400,30000
"2019","Tennessee","Memphis, TN-MS-AR",117.00,"Male","30","Black/African American/Negro","Not Hispanic","California","Regular high school diploma","Employed","40",30000,30000
"2019","Tennessee","Memphis, TN-MS-AR",105.00,"Male","11","Black/African American/Negro","Not Hispanic","Mississippi","Grade 4","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",104.00,"Male","10","Black/African American/Negro","Not Hispanic","Mississippi","Grade 3","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",105.00,"Female","6","Black/African American/Negro","Not Hispanic","Tennessee","Nursery school, preschool","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",105.00,"Male","5","Black/African American/Negro","Not Hispanic","Tennessee","No schooling completed","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",128.00,"Female","1","Black/African American/Negro","Not Hispanic","Tennessee","N/A","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",48.00,"Male","65","White","Not Hispanic","Indiana","Regular high school diploma","Employed","45",48700,48700
"2019","Tennessee","Memphis, TN-MS-AR",50.00,"Female","60","White","Not Hispanic","Kentucky","GED or alternative credential","Not in labor force","N/A",0,0
"2019","Tennessee","Memphis, TN-MS-AR",87.00,"Female","21","White","Not Hispanic","Tennessee","Regular high school diploma","Not in labor force","40",13700,0
"2019","Tennessee","Memphis, TN-MS-AR",77.00,"Female","72","Black/African American/Negro","Not Hispanic","Ohio","GED or alternative credential","Not in labor force","N/A",10100,0
"2019","Tennessee","Memphis, TN-MS-AR",137.00,"Male","54","Black/African American/Negro","Not Hispanic","Tennessee","Grade 9","Employed","34",37800,36100
"2019","Tennessee","Memphis, TN-MS-AR",71.00,"Male","48","Two major races","Mexican","Michigan","Bachelor's degree","Employed","40",61000,61000
"2019","Tennessee","Memphis, TN-MS-AR",39.00,"Female","54","White","Not Hispanic","Maryland","Regular high school diploma","Employed","40",25000,25000
"2019","Tennessee","Memphis, TN-MS-AR",34.00,"Male","57","White","Not Hispanic","Maryland","1 or more years of college credit, no degree","Employed","40",65000,50000
"2019","Tennessee","Memphis, TN-MS-AR",62.00,"Female","61","Black/African American/Negro","Not Hispanic","Mississippi","Some college, but less than 1 year","Employed","40",64000,40000
"2019","Tennessee","Memphis, TN-MS-AR",104.00,"Male","40","Black/African American/Negro","Not Hispanic","Tennessee","12th grade, no diploma","Employed","40",20000,20000
"2019","Tennessee","Memphis, TN-MS-AR",106.00,"Female","19","Black/African American/Negro","Not Hispanic","Tennessee","1 or more years of college credit, no degree","Employed","10",4000,4000
"2019","Tennessee","Memphis, TN-MS-AR",113.00,"Female","40","Black/African American/Negro","Not Hispanic","Tennessee","Some college, but less than 1 year","Employed","45",36000,36000
"2019","Tennessee","Memphis, TN-MS-AR",61.00,"Male","81","White","Not Hispanic","Tennessee","1 or more years of college credit, no degree","Employed","40",55800,0
"2019","Tennessee","Memphis, TN-MS-AR",100.00,"Male","47","White","Not Hispanic","Tennessee","Regular high school diploma","Not in labor force","N/A",0,0
"2019","Tennessee","Memphis, TN-MS-AR",231.00,"Female","60","Black/African American/Negro","Not Hispanic","Tennessee","Regular high school diploma","Not in labor force","N/A",11000,0
"2019","Tennessee","Memphis, TN-MS-AR",239.00,"Male","60","Black/African American/Negro","Not Hispanic","Tennessee","1 or more years of college credit, no degree","Not in labor force","N/A",0,0
"2019","Tennessee","Memphis, TN-MS-AR",60.00,"Male","54","White","Not Hispanic","Tennessee","Bachelor's degree","Employed","40",116200,73000
